date;food;mexico;fitness club;vacation;buy a car;netflix;depression;doctor;fox news;sex;iphone;find job;food near me;insurance;education;restaurants around;petrol price;rent flat;children names;amazon;good restaurants;diet;credit cards;USA;travel;IT;unemployment benefits;alcohol;best films;books;imagine dragons;stocks;harry potter;social payments;online courses;wedding dress;clothes;cheap clothes;order food;delivery;food delivery;paid jobs;best banks;Stanford;Excel;Facebook;Trump;Elon Musk;buy car;loans;cats;dogs;tinder;bbc;late night show;presents;recipes;dairy;walmart;best songs;McDonald's;buy food;Starbucks;Taco Bell;Wendy's;news;booking;order online;beauty salon;GDP;Unemployment;Inflation
2016-11-01;59;52;29;40;58;56;69;69;57;55;46;50;22;71;37;59;17;47;38;68;58;39;72;84;38;66;4;54;64;55;13;26;16;14;43;27;76;64;41;32;50;63;45;54;74;60;100;5;71;12;52;67;48;73;39;49;64;48;78;66;57;78;69;56;40;65;56;35;66;18968.041;4.7;1.6615
2016-12-01;63;45;33;54;64;63;68;62;32;57;49;48;24;69;28;69;17;51;36;78;61;39;68;49;39;65;4;56;83;61;12;23;14;17;41;24;80;60;44;37;60;60;51;48;63;58;30;4;75;13;55;66;41;67;32;90;63;40;78;79;64;64;74;54;42;50;56;38;76;18968.041;4.7;1.8109523809523809
2017-01-01;58;55;41;57;65;65;69;59;42;54;42;58;22;75;37;65;17;56;44;59;68;62;71;56;47;69;4;53;82;60;12;26;13;19;58;39;70;55;42;35;61;76;53;50;80;59;74;4;67;13;52;68;43;68;36;20;64;45;49;73;64;66;60;59;50;59;66;34;67;19148.194;4.7;1.8855
2017-02-01;57;49;34;54;67;55;69;55;37;51;38;57;23;76;44;70;15;47;43;57;73;64;65;54;49;68;4;54;75;53;23;26;10;17;50;33;71;59;47;38;59;67;54;46;88;57;52;5;73;12;51;61;41;66;42;20;54;47;48;73;59;59;56;57;44;55;67;36;75;19148.194;4.6;1.8868421052631577
2017-03-01;63;54;35;54;69;58;76;61;36;56;40;61;26;81;41;73;19;50;41;59;73;61;69;58;52;72;4;58;76;53;26;26;11;16;64;34;72;63;44;38;62;69;58;51;88;56;35;5;76;12;52;63;45;75;42;21;53;63;51;72;64;66;60;56;49;56;75;37;85;19148.194;4.4;1.8365217391304347
2017-04-01;64;44;33;49;64;58;73;60;37;53;40;56;29;77;36;68;25;51;34;55;69;57;73;55;44;69;4;57;62;50;27;22;10;19;54;32;71;59;46;36;56;71;59;51;78;57;26;7;72;12;51;66;39;71;34;20;52;65;53;74;68;66;76;55;55;57;72;36;84;19304.506;4.4;1.7484210526315789
2017-05-01;63;50;36;54;65;56;71;56;38;56;40;59;30;79;37;73;18;52;34;62;74;55;74;54;46;68;4;59;64;51;54;21;10;15;58;39;74;57;46;39;60;72;63;46;74;56;33;6;76;14;55;67;39;72;40;22;49;63;57;74;71;65;68;62;57;55;76;35;93;19304.506;4.4;1.7463636363636363
2017-06-01;67;73;37;64;68;60;54;58;40;56;43;57;35;84;28;79;23;57;32;63;80;58;78;59;50;69;4;61;66;49;56;22;12;17;50;36;73;60;45;40;70;70;66;46;78;57;29;6;78;14;55;71;42;74;32;21;52;70;60;70;78;72;65;68;60;62;81;37;87;19304.506;4.3;1.6327272727272728
2017-07-01;70;61;36;63;78;59;54;63;35;54;44;55;38;81;27;85;25;58;32;67;85;58;79;61;50;68;4;63;67;49;54;21;12;16;52;40;78;70;45;42;73;78;70;43;72;59;27;7;85;15;57;77;49;66;34;17;56;73;64;73;79;66;63;67;64;57;82;37;86;19561.896;4.3;1.6415
2017-08-01;71;45;34;50;72;59;62;56;43;53;44;54;36;84;34;77;25;58;30;65;77;54;72;58;45;68;4;58;61;56;50;21;10;16;62;36;81;79;45;38;63;75;63;44;79;57;31;6;81;14;54;69;48;73;38;18;54;61;61;69;74;70;63;62;55;67;87;37;89;19561.896;4.4;1.6147826086956523
2017-09-01;68;74;29;37;63;55;59;55;40;49;62;53;34;81;35;74;41;60;31;63;65;50;69;55;41;87;4;53;59;59;61;20;10;16;54;33;77;68;47;36;62;70;53;61;78;55;23;5;73;13;53;64;47;64;30;20;51;54;54;64;66;68;61;60;49;65;68;40;78;19561.896;4.3;1.682
2017-10-01;68;49;29;37;66;61;71;67;43;47;52;56;35;80;36;71;24;55;32;66;70;49;71;54;41;73;4;58;61;53;78;29;11;16;50;33;81;61;51;39;62;72;54;55;88;50;26;7;74;13;53;64;47;65;39;27;54;50;56;65;75;73;60;62;52;63;66;41;74;19894.75;4.2;1.7314285714285713
2017-11-01;65;45;29;42;65;63;72;60;38;46;62;50;33;76;33;69;18;43;32;80;62;46;71;55;42;70;4;58;62;55;70;26;11;14;45;27;78;60;48;38;61;70;51;64;79;48;23;7;75;13;58;63;46;61;42;51;63;47;83;65;68;75;71;59;48;56;62;41;71;19894.75;4.2;1.752857142857143
2017-12-01;68;45;32;55;62;71;64;60;41;47;56;45;35;70;27;75;12;28;37;91;63;44;66;51;40;65;4;62;74;57;49;31;12;22;39;27;80;59;53;42;69;68;48;55;61;45;23;9;76;12;55;69;46;62;32;88;69;45;81;74;77;72;76;61;52;59;61;44;79;19894.75;4.1;1.766
2018-01-01;68;49;43;55;59;68;67;67;42;50;46;55;34;80;37;66;17;37;48;71;67;72;68;54;46;71;5;58;76;58;59;35;14;25;57;39;76;57;39;40;71;84;59;45;81;46;27;9;72;13;56;73;50;65;34;18;69;50;54;70;72;66;60;67;49;64;73;39;77;20155.486;4.0;1.9366666666666668
2018-02-01;70;50;34;49;72;62;73;61;42;48;40;56;36;83;37;72;18;38;46;63;71;64;66;69;46;72;4;65;62;54;57;36;10;23;47;33;73;61;48;44;69;76;58;45;86;44;22;27;79;12;55;67;49;61;32;20;58;52;54;70;71;67;56;65;48;61;71;41;77;20155.486;4.1;1.9652631578947368
2018-03-01;71;54;32;54;76;63;74;60;38;45;40;56;41;77;36;79;11;44;37;64;76;71;70;54;50;71;3;61;61;52;70;28;10;16;45;33;79;54;50;43;70;72;57;47;80;44;22;10;76;12;51;72;49;60;31;19;57;66;54;72;70;64;58;60;62;60;79;41;86;20155.486;4.0;2.021428571428572
2018-04-01;70;47;30;54;72;62;75;58;40;45;37;53;40;82;37;75;22;35;48;61;66;71;69;51;46;70;3;59;56;50;58;25;11;16;48;31;72;54;50;39;62;74;60;44;76;42;23;8;74;12;53;76;53;63;33;22;52;65;55;68;68;61;74;62;58;59;76;39;77;20470.197;4.0;2.049523809523809
2018-05-01;72;53;32;50;76;62;72;58;41;44;38;53;42;73;34;76;54;37;49;61;74;68;70;53;46;69;3;57;54;50;58;21;11;15;50;100;74;53;50;42;59;74;64;45;76;40;19;15;78;13;57;76;53;63;30;20;50;72;59;66;70;64;68;65;63;57;81;40;86;20470.197;3.8;2.1018181818181816
2018-06-01;76;100;33;64;69;60;65;56;42;48;41;53;52;80;27;87;28;42;32;63;78;63;71;55;53;72;3;66;52;48;77;22;10;17;46;39;70;56;51;43;69;79;69;41;79;42;25;8;80;14;57;74;55;66;32;19;52;77;60;68;78;68;70;71;67;60;83;41;88;20470.197;4.0;2.067619047619048
2018-07-01;78;68;34;61;81;60;61;58;42;50;43;49;55;79;26;90;18;35;29;74;86;69;75;55;49;73;4;66;58;49;78;21;13;15;43;37;77;60;53;44;74;82;75;38;76;42;25;17;86;15;60;81;57;66;33;17;59;81;66;68;89;65;66;84;68;61;92;42;86;20687.278;3.8;2.0423809523809524
2018-08-01;72;50;31;47;78;60;56;58;42;45;38;51;52;82;32;88;20;40;34;67;79;63;72;52;44;69;3;61;52;53;59;24;12;20;45;35;77;61;46;41;67;79;69;45;76;41;25;14;80;14;54;72;57;60;31;16;55;65;63;70;78;64;69;69;61;62;86;43;88;20687.278;3.8;1.9826086956521736
2018-09-01;73;51;27;38;72;59;68;62;46;44;59;55;50;75;36;75;85;34;36;64;65;56;65;52;42;74;3;60;51;56;53;28;12;16;41;34;77;56;54;43;69;82;60;72;84;39;22;29;74;12;56;71;58;62;34;22;54;61;57;64;72;69;66;69;63;66;82;41;74;20687.278;3.7;2.008421052631579
2018-10-01;70;59;26;36;68;61;73;68;46;43;42;51;47;75;37;74;53;38;36;66;69;51;66;52;40;73;4;63;50;53;53;29;13;20;44;34;76;54;52;43;65;75;56;57;87;39;23;18;72;12;56;69;51;65;33;26;54;52;57;59;81;67;65;70;60;60;76;40;67;20819.269;3.8;1.9872727272727275
2018-11-01;72;57;27;40;71;58;74;58;40;43;44;48;46;72;33;69;33;34;40;79;62;47;65;51;40;73;3;62;52;54;62;23;16;21;37;26;81;54;58;43;67;75;56;49;73;36;23;9;74;11;56;66;51;62;36;49;63;47;92;67;70;68;78;66;56;59;69;45;62;20819.269;3.8;1.8445
2018-12-01;75;52;31;55;67;79;71;56;36;46;49;43;50;67;28;78;34;32;49;83;72;48;61;47;39;72;4;69;65;59;47;28;15;32;38;28;79;47;51;47;74;73;58;51;62;36;24;10;73;12;57;68;56;63;29;86;69;47;88;72;79;67;81;71;60;54;76;46;73;20819.269;3.9;1.6015789473684212
2019-01-01;76;56;41;54;67;84;72;63;41;49;42;54;48;76;38;68;20;39;43;68;66;80;70;52;48;71;5;65;63;57;75;27;11;40;49;37;72;46;53;45;71;90;69;43;82;37;29;8;73;13;55;69;57;63;33;20;67;53;55;67;78;70;67;80;61;63;82;41;69;21013.085;4.0;1.628095238095238
2019-02-01;74;53;33;48;70;65;77;62;38;44;36;55;50;78;39;77;13;34;42;63;84;64;63;52;46;75;4;57;61;53;41;26;10;21;41;33;74;51;54;50;71;76;66;42;88;35;24;10;79;11;54;69;52;59;35;21;55;53;56;67;75;70;61;72;56;59;84;44;70;21013.085;3.8;1.7573684210526317
2019-03-01;80;56;31;52;77;61;81;60;38;42;38;54;57;81;37;78;12;36;43;65;82;63;65;49;46;75;3;63;52;52;40;23;10;18;44;33;77;55;55;47;73;72;67;47;81;35;17;10;80;11;56;70;48;62;35;18;55;77;58;64;79;65;66;75;64;58;90;43;87;21013.085;3.8;1.816190476190476
2019-04-01;76;49;29;45;68;60;75;59;37;42;35;52;56;75;37;75;18;36;40;62;78;63;67;49;43;73;4;58;43;50;33;24;10;19;45;29;73;50;50;43;61;74;69;43;83;33;16;10;74;13;56;69;51;62;28;19;51;71;59;67;80;67;67;74;65;55;83;41;80;21272.448;3.6;1.8385714285714287
2019-05-01;78;51;31;47;70;62;70;58;35;45;37;49;60;78;35;77;13;38;48;68;73;55;66;49;45;70;3;62;45;50;33;23;9;17;43;30;83;46;51;47;61;79;68;41;75;35;16;9;80;13;56;75;51;64;30;20;47;81;63;64;87;65;86;82;82;58;86;43;84;21272.448;3.7;1.7081818181818182
2019-06-01;84;65;33;54;71;65;57;57;35;45;38;51;73;78;26;87;15;36;33;73;81;51;67;63;49;68;4;65;49;44;27;20;12;16;44;33;74;48;51;44;67;78;71;39;78;38;18;7;79;15;58;81;53;61;39;18;49;87;66;64;100;69;74;93;77;53;93;44;87;21272.448;3.6;1.549
2019-07-01;83;65;34;55;80;68;57;58;39;46;38;46;74;85;27;82;18;36;31;82;79;56;72;69;46;69;4;66;49;48;23;20;11;15;43;36;77;56;54;46;64;76;74;35;77;36;21;7;82;15;72;83;59;65;28;16;52;84;71;65;96;68;80;90;76;57;97;43;85;21531.839;3.7;1.5795454545454544
2019-08-01;82;47;30;43;78;59;54;59;40;44;39;48;69;84;33;75;15;37;31;78;77;50;68;52;43;67;3;63;44;51;24;23;9;16;47;33;77;55;50;43;62;79;68;41;76;35;20;6;81;25;61;73;54;63;28;17;48;71;66;62;81;73;77;84;81;56;92;45;88;21531.839;3.7;1.3804545454545456
2019-09-01;78;52;32;39;72;60;66;61;40;42;60;53;64;80;38;69;15;38;33;71;73;50;63;54;43;79;3;62;46;54;22;20;10;16;42;36;73;51;54;43;58;76;63;57;83;33;22;6;80;100;59;73;55;61;33;20;53;61;60;61;78;63;75;85;70;61;83;44;76;21531.839;3.5;1.3935
2019-10-01;76;49;29;35;69;59;68;63;47;41;45;50;61;81;35;66;16;37;37;73;65;46;61;45;41;74;4;60;45;51;22;21;11;16;43;32;73;47;51;43;60;72;61;51;84;31;26;8;71;12;58;67;55;62;32;25;53;57;58;56;76;62;66;81;68;56;80;44;71;21706.532;3.6;1.4022727272727271
2019-11-01;79;56;30;42;74;62;68;68;39;42;43;45;61;72;31;67;15;41;39;85;70;42;63;47;38;74;4;61;53;51;19;22;12;18;41;24;76;45;55;44;59;69;57;51;74;32;23;14;75;12;62;73;54;59;34;43;64;54;84;61;83;67;87;73;70;52;77;47;66;21706.532;3.6;1.5484210526315787
2019-12-01;78;46;33;62;69;67;64;57;42;44;48;41;62;73;27;65;17;38;40;95;68;41;65;46;42;71;4;65;61;60;18;24;13;24;39;24;81;45;55;48;67;67;56;44;61;33;32;10;76;12;100;73;57;62;31;84;65;54;85;65;92;70;88;75;69;53;76;49;73;21706.532;3.6;1.6214285714285714
2020-01-01;79;51;40;56;71;74;67;65;52;42;39;50;60;87;38;61;23;46;44;73;74;62;69;55;49;76;4;65;62;58;18;31;10;21;59;37;71;41;54;48;69;83;66;40;81;31;26;12;72;13;79;71;62;69;33;20;65;56;54;67;77;62;74;83;71;64;87;45;69;21538.032;3.5;1.6523809523809525
2020-02-01;77;57;32;50;82;63;72;68;49;42;35;53;62;82;37;68;18;50;46;70;78;56;65;56;54;74;4;66;59;53;19;37;9;20;47;33;75;46;54;54;71;79;66;41;89;30;27;11;78;13;64;73;57;63;33;20;54;58;52;62;74;68;67;73;79;57;88;45;73;21538.032;3.5;1.5810526315789475
2020-03-01;78;65;28;34;64;86;73;63;69;39;35;44;51;77;34;37;38;44;35;84;41;37;57;100;73;79;46;100;58;51;17;86;10;25;72;23;67;40;91;80;93;64;55;42;74;32;36;10;62;17;61;75;54;77;31;24;58;68;76;59;77;100;66;67;92;100;70;76;58;21538.032;4.4;0.6745454545454544
2020-04-01;80;46;12;26;71;100;75;58;54;40;39;47;47;71;32;18;37;38;43;93;18;37;49;81;37;83;100;87;73;61;17;68;13;100;100;19;78;64;100;100;100;56;74;35;74;33;28;9;65;17;77;87;57;67;29;25;80;86;87;76;74;84;56;78;78;72;41;100;40;19636.731;14.7;0.7585714285714285
2020-05-01;79;45;22;41;91;87;67;52;50;41;40;49;59;71;29;29;19;50;47;96;30;44;55;65;41;84;55;73;63;58;16;49;11;36;86;22;81;58;75;75;73;63;85;32;66;31;24;82;86;12;72;92;57;59;28;24;70;100;88;69;79;75;78;91;87;60;57;87;83;19636.731;13.2;0.765
2020-06-01;81;50;29;55;92;72;55;57;51;42;41;46;74;79;29;45;30;57;38;89;42;46;56;64;47;79;46;71;58;56;15;64;10;16;69;26;81;51;56;59;70;67;86;35;70;33;44;19;93;13;65;88;55;61;26;21;62;95;85;60;81;72;81;87;100;70;70;65;100;19636.731;11.0;1.014090909090909
2020-07-01;83;46;24;48;97;74;56;67;48;44;42;47;75;79;30;44;15;55;41;84;50;46;57;63;55;76;52;76;57;54;15;46;11;16;68;30;83;51;57;59;74;63;81;35;74;31;33;19;87;15;68;91;61;61;23;19;64;97;76;61;71;74;70;97;82;62;68;68;82;21362.428;10.2;1.3131818181818182
2020-08-01;82;45;22;41;86;72;59;68;48;41;39;44;72;77;31;49;13;53;39;80;57;43;56;57;47;71;59;63;53;59;14;44;11;16;63;31;80;48;56;53;66;70;73;31;70;29;40;13;83;14;65;81;54;59;23;18;59;80;67;57;72;71;74;93;81;60;71;63;67;21362.428;8.4;1.5504761904761903
2020-09-01;79;48;22;35;81;79;62;56;46;40;42;50;67;77;35;44;12;44;37;77;56;40;56;52;45;78;40;57;47;60;16;39;16;16;58;40;77;47;62;51;59;68;68;33;75;27;37;12;77;12;67;79;53;55;26;22;57;67;61;54;80;67;65;79;76;56;62;59;72;21362.428;7.9;1.5323809523809524
2020-10-01;79;51;22;33;82;68;63;61;62;42;49;51;73;77;28;48;16;60;38;86;58;40;57;54;44;81;28;66;51;51;14;35;16;18;44;28;79;45;62;52;61;68;70;28;72;28;70;8;77;12;66;84;56;65;27;27;59;64;69;54;75;69;69;85;82;62;61;57;68;21704.706;6.9;1.560952380952381
2020-11-01;77;48;21;38;68;65;59;57;100;39;47;44;65;71;23;36;13;55;40;87;48;34;54;63;45;76;23;60;48;47;12;42;17;14;36;24;81;41;65;49;60;62;59;32;57;27;86;14;69;12;69;84;53;66;28;43;63;57;100;50;73;69;84;79;73;78;56;62;53;21704.706;6.7;1.6252631578947367
2020-12-01;81;44;22;54;80;73;57;59;48;42;48;39;71;70;21;37;17;64;38;100;43;34;57;50;40;77;35;64;56;55;12;49;16;23;40;23;85;40;65;58;65;62;63;33;55;26;31;15;77;13;67;86;54;61;26;72;71;56;93;55;88;77;89;86;85;58;58;64;63;21704.706;6.7;1.8654545454545453
2021-01-01;80;47;27;41;77;76;56;63;59;43;39;48;71;80;22;36;19;60;46;78;54;48;56;53;45;79;37;62;55;54;13;96;13;19;49;40;78;42;65;53;69;63;71;30;61;27;59;36;78;14;65;84;52;65;29;17;65;63;67;56;74;70;74;85;73;67;62;57;62;22313.85;6.3;2.103157894736842
2021-02-01;80;47;27;46;88;69;65;62;46;44;36;45;72;85;25;47;60;63;41;76;66;46;56;52;49;87;33;64;51;52;14;100;12;21;45;31;83;41;63;56;65;67;66;33;70;26;19;33;86;13;69;89;51;62;27;22;64;63;65;56;90;80;68;82;74;55;72;55;66;22313.85;6.2;2.311578947368421
2021-03-01;83;56;24;54;98;55;60;62;43;40;35;46;84;85;24;54;23;56;37;80;70;44;56;50;52;81;31;63;43;56;17;54;10;29;39;31;79;47;71;49;58;55;75;33;69;25;9;17;94;12;62;84;46;57;24;20;53;71;65;51;79;68;74;83;73;52;78;55;85;22313.85;6.1;2.4969565217391305
2021-04-01;90;49;24;55;95;54;61;63;42;43;34;46;87;84;25;58;15;58;42;72;75;43;58;49;56;82;23;68;43;47;16;48;11;21;41;33;81;43;63;50;59;60;80;44;67;23;7;21;92;13;65;82;49;61;24;20;48;84;64;55;86;72;74;84;72;52;79;55;89;23046.934;6.1;2.5295454545454543
2021-05-01;87;55;27;58;91;55;55;62;43;43;35;44;92;82;24;70;20;59;36;72;80;41;60;51;55;77;25;65;44;48;20;47;9;18;42;34;77;36;62;50;56;62;76;28;55;24;7;58;89;14;68;88;49;62;32;20;46;88;64;52;89;73;77;81;78;52;88;54;90;23046.934;5.8;2.6495
2021-06-01;91;67;29;62;92;57;51;65;43;44;37;41;93;89;21;71;31;64;31;78;80;41;61;57;57;77;19;67;40;44;18;43;13;17;38;35;74;34;61;49;57;70;77;30;62;24;8;16;89;13;64;92;56;60;26;20;47;90;62;51;89;77;74;85;88;49;88;51;89;23046.934;5.9;2.4645454545454544
2021-07-01;99;82;28;57;97;56;49;65;43;50;37;40;100;85;20;75;24;58;31;72;94;39;64;83;58;81;16;69;44;45;18;31;12;18;45;37;87;41;62;48;57;69;80;27;61;24;8;14;91;14;71;96;51;59;21;16;48;86;65;51;87;81;71;88;79;50;92;50;93;23550.42;5.4;2.4966666666666666
2021-08-01;95;59;26;50;85;56;49;67;55;44;35;41;98;84;24;67;20;65;29;74;77;37;59;72;56;74;17;64;44;48;19;29;10;14;57;35;87;40;58;47;56;69;75;29;59;24;8;12;81;14;68;90;52;67;23;17;48;77;64;52;83;76;78;83;77;60;83;50;91;23550.42;5.2;2.493636363636364
2021-09-01;85;57;24;43;82;55;55;64;54;46;52;48;92;87;31;64;19;67;29;71;72;35;57;51;50;79;14;65;39;47;22;28;11;19;57;36;79;36;59;46;53;71;68;45;76;23;7;15;81;13;65;82;51;62;30;21;46;71;57;51;82;71;80;79;72;55;78;49;84;23550.42;4.8;2.4966666666666666
2021-10-01;90;57;22;43;75;65;58;66;48;43;42;46;86;82;27;61;34;69;31;74;73;34;63;47;48;78;7;62;46;47;18;31;12;23;56;34;89;36;58;46;48;67;65;41;70;26;7;19;75;13;69;79;50;60;25;27;50;68;62;50;82;74;78;80;74;52;75;49;78;24349.121;4.5;2.745
2021-11-01;91;67;24;46;77;57;60;63;55;45;43;45;85;83;26;57;41;67;35;81;68;34;62;57;52;81;6;65;44;51;20;36;15;19;57;31;90;35;65;44;49;67;62;42;68;23;6;26;83;12;69;81;51;63;29;45;55;60;83;52;83;77;100;78;77;54;81;52;78;24349.121;4.2;2.9825
2021-12-01;89;50;25;60;76;61;53;62;53;48;47;37;84;79;21;61;16;50;34;91;68;31;61;51;55;76;6;68;49;54;21;32;18;26;50;24;88;30;63;52;56;66;63;32;56;23;6;24;76;14;67;78;49;65;28;74;56;59;83;55;93;78;91;85;80;54;76;53;77;24349.121;3.9;2.7490909090909086
2022-01-01;82;54;29;56;89;71;57;66;47;39;41;54;68;87;26;60;16;46;46;79;71;43;65;59;59;93;7;69;64;58;23;37;20;28;50;38;83;28;65;51;50;90;77;39;79;21;6;18;81;13;77;89;44;57;33;23;63;60;60;60;71;79;79;100;68;53;77;58;63;24740.48;4.0;2.797
2022-02-01;89;59;30;49;100;63;69;66;54;42;38;61;73;85;29;84;27;48;50;76;90;43;66;67;60;93;6;71;54;54;34;35;11;26;51;37;82;31;67;50;48;86;86;40;91;21;8;21;94;13;74;82;100;73;28;26;57;64;53;62;68;81;69;73;68;63;88;53;74;24740.48;3.8;2.8705263157894736
2022-03-01;92;67;30;51;99;59;69;69;54;37;37;60;76;87;31;87;100;52;58;75;100;45;69;60;61;97;5;71;55;55;35;34;11;25;54;37;82;33;72;44;46;83;76;63;82;20;7;26;100;13;72;82;52;69;31;25;50;76;53;60;64;82;65;72;45;59;100;56;85;24740.48;3.6;3.4108695652173915
2022-04-01;91;60;28;49;95;62;74;70;40;37;35;58;76;82;37;90;41;48;68;71;85;41;71;51;61;100;5;72;52;55;36;31;13;27;56;37;81;27;77;41;43;85;86;48;79;20;6;100;87;14;73;85;46;61;30;26;48;77;54;63;67;82;68;78;45;46;92;48;82;25248.476;3.6;3.3155
2022-05-01;93;59;28;48;92;58;65;100;42;35;35;54;77;77;31;85;48;41;63;73;79;40;67;51;59;94;5;72;49;54;31;30;10;20;51;37;78;27;72;43;42;90;83;40;75;20;5;53;88;13;78;84;43;58;29;24;46;87;54;60;61;82;72;96;45;46;94;51;79;25248.476;3.6;3.0271428571428567
2022-06-01;94;65;30;55;91;59;53;75;43;38;38;52;79;87;27;92;74;51;45;78;79;42;70;54;62;94;5;73;46;52;27;26;10;20;53;36;83;29;62;41;43;90;82;42;76;22;7;32;92;14;78;98;46;57;33;21;47;84;59;59;64;85;73;86;55;48;99;48;82;25248.476;3.6;2.893333333333333
2022-07-01;100;55;30;56;94;63;52;66;41;39;39;50;85;83;24;98;43;53;44;84;84;40;72;56;55;91;5;77;50;52;33;22;10;21;52;41;85;31;58;41;45;98;86;33;73;21;13;37;90;15;79;100;46;57;30;18;52;84;61;63;70;78;78;87;53;48;100;47;76;25723.941;3.5;2.5835
2022-08-01;92;53;28;49;93;65;49;63;45;38;38;52;77;91;33;86;32;48;41;80;82;38;73;53;51;89;5;74;51;59;47;25;11;29;57;42;87;34;60;39;43;100;87;37;81;20;12;19;90;24;80;97;45;60;30;21;50;76;57;61;63;78;74;76;49;51;95;48;87;25723.941;3.7;2.683913043478261
2022-09-01;88;64;24;37;87;60;60;58;41;36;51;54;74;78;33;78;22;46;69;75;69;35;64;50;48;90;5;67;48;57;37;23;11;32;48;38;85;28;61;40;38;87;68;49;79;20;9;15;82;13;74;84;42;70;32;24;46;67;52;55;59;78;73;73;46;51;85;46;72;25723.941;3.5;2.4504761904761905
2022-10-01;90;55;23;35;84;62;62;67;38;36;39;56;72;81;33;76;31;41;46;79;67;35;64;49;44;94;4;69;53;54;21;23;12;33;46;33;82;28;67;38;37;83;76;49;82;19;7;32;79;12;74;79;41;60;30;26;50;61;52;56;66;81;70;76;43;44;79;49;70;26137.992;3.7;2.4705
2022-11-01;83;100;24;38;79;61;57;62;48;34;39;54;67;77;30;60;20;37;46;83;62;33;62;77;46;88;5;70;52;55;24;22;12;25;35;28;84;28;65;37;35;80;67;49;76;18;11;46;77;11;74;81;39;61;29;43;52;56;67;53;39;78;88;68;43;47;76;47;61;26137.992;3.6;2.4445
2022-12-01;87;56;28;58;82;65;62;58;39;35;42;49;72;75;25;61;21;37;42;98;65;33;62;55;47;90;5;76;63;61;22;22;14;32;35;25;84;26;63;44;42;77;71;41;65;19;8;43;78;11;78;85;42;59;25;73;56;55;68;59;43;78;82;69;48;48;82;48;63;26137.992;3.5;2.316666666666667
2023-01-01;85;55;34;48;88;62;60;65;41;35;37;58;66;86;30;58;24;39;46;76;67;42;69;50;51;87;7;67;60;60;19;26;12;28;50;35;82;22;56;38;36;91;87;42;80;18;5;21;81;10;76;84;41;57;30;23;54;59;48;55;36;83;66;66;38;49;91;44;60;26486.287;3.4;2.234
2023-02-01;88;56;29;41;92;58;70;62;42;36;36;66;65;86;34;59;26;38;52;73;75;40;66;50;51;94;6;70;55;59;21;26;21;30;42;33;76;25;73;42;37;88;86;41;92;19;5;18;82;10;76;84;39;60;30;26;49;60;47;59;38;76;64;64;42;47;92;46;64;26486.287;3.6;2.4468421052631575
2023-03-01;92;78;29;44;96;54;71;63;43;35;34;63;71;90;33;68;20;39;49;75;76;43;66;61;55;94;6;72;51;56;29;25;11;29;43;35;79;27;74;37;35;82;100;47;89;18;13;20;85;11;74;87;37;58;31;23;48;76;46;59;38;72;66;65;47;49;95;44;67;26486.287;3.5;2.3778260869565218